date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:12:30	7009/7009	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:05:00%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/contact.html	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/contact.html	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:30	49929/49929	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2002:05:20%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/me.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/me.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:31	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2003%20Oct%202018%2001:14:38%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery-1.12.4.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery-1.12.4.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:32	60091/60091	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2008%20Jun%202021%2015:43:46%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/bootstrap/js/bootstrap.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/bootstrap/js/bootstrap.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:32	20457/20457	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2008%20Mar%202015%2010:26:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.knob.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.knob.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:33	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2004%20Jan%202015%2019:02:48%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/waypoints.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/waypoints.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:33	1424/1424	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Oct%202015%2007:30:00%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.inview.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.inview.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:34	11729/11729	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Mar%202015%2014:01:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.meanmenu.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/jquery.meanmenu.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:35	2442/2442	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Feb%202022%2000:58:50%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/scripts.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/js/scripts.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/index.html)
07:12:36	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont3e6e.eot	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:36	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.eot?	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfontd41d.eot	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:37	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:38	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont3e6e.woff	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:39	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:39	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/fontawesome-webfont3e6e.svg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/font-awesome.min.css)
07:12:40	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify.eot?-fvbane	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify9f24.eot	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify-icons.css)
07:12:41	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify.eot?	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themifyd41d.eot	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify-icons.css)
07:12:41	56108/56108	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify.woff?-fvbane	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify9f24.woff	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify-icons.css)
07:12:42	78584/78584	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify.ttf?-fvbane	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify9f24.ttf	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify-icons.css)
07:12:43	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify.svg?-fvbane	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify9f24.svg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/fonts/themify-icons.css)
07:12:43	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22652d1f47-4d7%22	https://bestwpware.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/resume.html)
07:12:44	1478/1478	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2002:59:22%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.carousel.css	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.carousel.css	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:44	1685/1685	---MCZ	200	added ('OK')	text/css	date:Sun,%2005%20Jun%202016%2016:55:22%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.theme.css	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.theme.css	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:45	18582/18582	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:35:54%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-1.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-1.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:45	51309/51309	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20May%202018%2017:44:10%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-2.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-2.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:46	30552/30552	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:36:18%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-3.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-3.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:47	21408/21408	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:37:14%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-4.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/testimonial/img-4.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:47	20383/20383	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Oct%202015%2023:37:02%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/1.png	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/1.png	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:48	35119/35119	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Oct%202015%2023:36:20%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/2.png	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/2.png	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:48	22298/22298	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Oct%202015%2023:36:48%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/3.png	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/3.png	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:49	25455/25455	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Oct%202015%2023:37:06%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/4.png	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/partner/4.png	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:49	23890/23890	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202014%2004:48:58%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/js/owl.carousel.min.js	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/js/owl.carousel.min.js	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/service.html)
07:12:50	41181/41181	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:28%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/1.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/1.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:51	28235/28235	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:02%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/2.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/2.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:51	56281/56281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:47:48%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/3.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/3.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:52	51495/51495	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:47:54%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/4.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/4.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:53	35118/35118	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:16%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/5.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/5.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:54	57403/57403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:08%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/6.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/portfolio/6.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/portfolio.html)
07:12:54	5851/5851	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:27:12%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/blog_single.html	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/blog_single.html	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:55	26375/26375	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:28%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/1.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/1.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:56	15126/15126	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:16%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/2.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/2.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:57	35801/35801	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:58%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/3.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/3.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:57	31000/31000	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:50%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/4.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/4.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:58	41207/41207	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:44%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/5.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/5.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:12:59	39068/39068	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:36:36%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/6.jpg	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/img/blog/6.jpg	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/blog.html)
07:13:01	65961/65961	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2001:43:01%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/grabbing.png	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/grabbing.png	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.carousel.css)
07:13:02	65961/65961	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2001:43:03%20GMT	https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/AjaxLoader.gif	C:/Users/Administrator/Downloads/PRoFrontTemplet/bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/AjaxLoader.gif	(from https://bestwpware.com/html/tm/quader-demo/quader-dark/assets/owlcarousel/css/owl.theme.css)
